cms_certification_number,first_month,last_month,months_observed,months_expected,months_missing,has_gaps
055022,2017-01,2025-03,96,99,3,True
055028,2017-04,2025-03,78,96,18,True
055032,2017-01,2025-03,99,99,0,False
055034,2017-01,2025-03,99,99,0,False
055036,2017-01,2025-03,99,99,0,False
055039,2017-01,2025-03,99,99,0,False
055041,2017-01,2025-03,99,99,0,False
055042,2017-01,2025-03,99,99,0,False
055045,2017-01,2025-03,99,99,0,False
055047,2017-01,2025-03,96,99,3,True
055049,2017-01,2025-03,99,99,0,False
055052,2017-04,2025-03,69,96,27,True
055056,2017-01,2025-03,99,99,0,False
055060,2017-01,2025-03,99,99,0,False
055064,2017-01,2025-03,96,99,3,True
055067,2017-01,2025-03,99,99,0,False
055070,2017-01,2025-03,99,99,0,False
055072,2017-01,2025-03,99,99,0,False
055074,2017-01,2025-03,99,99,0,False
055076,2017-01,2025-03,93,99,6,True
055077,2017-01,2025-03,99,99,0,False
055078,2017-07,2025-03,78,93,15,True
055079,2017-01,2025-03,99,99,0,False
055084,2017-01,2025-03,60,99,39,True
055085,2017-01,2025-03,99,99,0,False
055092,2017-01,2025-03,96,99,3,True
055093,2017-01,2025-03,99,99,0,False
055099,2017-01,2025-03,99,99,0,False
055104,2017-01,2025-03,90,99,9,True
055105,2018-04,2025-03,63,84,21,True
055107,2017-01,2025-03,93,99,6,True
055109,2017-01,2025-03,99,99,0,False
055111,2017-01,2025-03,99,99,0,False
055114,2017-01,2025-03,99,99,0,False
055115,2017-01,2025-03,99,99,0,False
055116,2017-01,2025-03,99,99,0,False
055119,2017-01,2025-03,99,99,0,False
055121,2017-01,2025-03,99,99,0,False
055123,2017-01,2025-03,99,99,0,False
055126,2017-01,2025-03,96,99,3,True
055129,2017-04,2025-03,93,96,3,True
055135,2017-01,2025-03,96,99,3,True
055136,2017-01,2025-03,96,99,3,True
055139,2017-01,2023-03,75,75,0,False
055141,2017-01,2025-03,99,99,0,False
055142,2017-01,2025-03,96,99,3,True
055146,2017-01,2025-03,90,99,9,True
055147,2017-01,2025-03,99,99,0,False
055150,2017-01,2025-03,99,99,0,False
055153,2017-01,2025-03,99,99,0,False
055155,2017-04,2025-03,84,96,12,True
055156,2017-01,2025-03,99,99,0,False
055157,2017-01,2025-03,96,99,3,True
055160,2017-01,2025-03,99,99,0,False
055161,2017-01,2025-03,90,99,9,True
055162,2017-01,2025-03,90,99,9,True
055163,2017-01,2025-03,99,99,0,False
055167,2017-01,2025-03,99,99,0,False
055168,2017-01,2025-03,96,99,3,True
055169,2017-01,2025-03,96,99,3,True
055170,2017-01,2025-03,96,99,3,True
055173,2017-01,2025-03,96,99,3,True
055175,2017-01,2025-03,99,99,0,False
055181,2017-01,2025-03,96,99,3,True
055182,2017-01,2025-03,99,99,0,False
055183,2017-01,2025-03,93,99,6,True
055185,2017-01,2025-03,96,99,3,True
055187,2017-01,2025-03,99,99,0,False
055188,2017-01,2025-03,99,99,0,False
055189,2017-01,2025-03,99,99,0,False
055191,2017-01,2025-03,99,99,0,False
055192,2017-01,2025-03,99,99,0,False
055196,2017-01,2025-03,96,99,3,True
055199,2017-01,2025-03,96,99,3,True
055201,2017-01,2025-03,99,99,0,False
055202,2017-01,2025-03,99,99,0,False
055203,2017-01,2025-03,96,99,3,True
055204,2017-01,2025-03,90,99,9,True
055206,2017-01,2025-03,99,99,0,False
055208,2017-01,2025-03,96,99,3,True
055210,2017-01,2025-03,96,99,3,True
055211,2017-01,2025-03,99,99,0,False
055212,2017-01,2025-03,99,99,0,False
055213,2017-04,2025-03,93,96,3,True
055215,2017-01,2025-03,99,99,0,False
055222,2017-01,2025-03,96,99,3,True
055223,2017-01,2025-03,96,99,3,True
055237,2017-01,2025-03,99,99,0,False
055239,2017-01,2025-03,96,99,3,True
055240,2017-01,2025-03,99,99,0,False
055241,2017-01,2025-03,99,99,0,False
055242,2017-01,2025-03,99,99,0,False
055247,2017-01,2025-03,90,99,9,True
055249,2017-01,2025-03,99,99,0,False
055252,2017-01,2025-03,96,99,3,True
055253,2017-01,2025-03,99,99,0,False
055255,2017-01,2025-03,96,99,3,True
055256,2017-07,2025-03,78,93,15,True
055258,2017-01,2025-03,84,99,15,True
055259,2017-04,2025-03,93,96,3,True
055261,2017-04,2025-03,93,96,3,True
055262,2017-01,2025-03,99,99,0,False
055268,2017-07,2025-03,93,93,0,False
055271,2017-01,2025-03,99,99,0,False
055276,2017-01,2025-03,99,99,0,False
055280,2017-01,2025-03,99,99,0,False
055282,2017-01,2025-03,90,99,9,True
055283,2017-04,2025-03,90,96,6,True
055286,2017-01,2025-03,99,99,0,False
055287,2017-01,2025-03,99,99,0,False
055288,2017-01,2025-03,99,99,0,False
055289,2017-01,2025-03,99,99,0,False
055292,2017-07,2025-03,90,93,3,True
055293,2017-07,2025-03,93,93,0,False
055296,2017-01,2025-03,96,99,3,True
055297,2017-01,2025-03,99,99,0,False
055298,2017-01,2025-03,96,99,3,True
055299,2017-01,2025-03,93,99,6,True
055303,2017-01,2025-03,96,99,3,True
055304,2017-01,2025-03,96,99,3,True
055305,2017-01,2025-03,96,99,3,True
055307,2017-01,2025-03,99,99,0,False
055308,2017-01,2025-03,99,99,0,False
055310,2017-07,2025-03,93,93,0,False
055311,2017-01,2025-03,96,99,3,True
055315,2017-01,2025-03,99,99,0,False
055316,2017-01,2025-03,99,99,0,False
055318,2017-01,2025-03,99,99,0,False
055322,2017-01,2025-03,99,99,0,False
055328,2017-01,2025-03,93,99,6,True
055329,2017-01,2025-03,90,99,9,True
055330,2017-01,2025-03,99,99,0,False
055331,2017-01,2025-03,99,99,0,False
055335,2017-01,2025-03,93,99,6,True
055338,2017-07,2025-03,81,93,12,True
055341,2017-04,2025-03,93,96,3,True
055342,2017-01,2025-03,99,99,0,False
055344,2017-01,2025-03,99,99,0,False
055350,2017-01,2025-03,96,99,3,True
055353,2017-01,2025-03,99,99,0,False
055354,2017-01,2023-09,78,81,3,True
055356,2017-01,2025-03,99,99,0,False
055360,2017-01,2025-03,99,99,0,False
055361,2017-01,2025-03,99,99,0,False
055364,2017-01,2025-03,96,99,3,True
055367,2017-01,2025-03,99,99,0,False
055372,2017-01,2025-03,99,99,0,False
055374,2017-01,2025-03,99,99,0,False
055376,2017-01,2025-03,99,99,0,False
055387,2017-01,2025-03,99,99,0,False
055388,2017-01,2025-03,99,99,0,False
055394,2017-01,2025-03,99,99,0,False
055401,2017-07,2025-03,69,93,24,True
055402,2017-01,2025-03,96,99,3,True
055407,2017-01,2025-03,99,99,0,False
055408,2017-01,2025-03,99,99,0,False
055409,2017-01,2025-03,90,99,9,True
055410,2017-01,2025-03,96,99,3,True
055412,2017-07,2025-03,75,93,18,True
055417,2017-01,2025-03,93,99,6,True
055423,2017-01,2025-03,90,99,9,True
055430,2017-01,2025-03,99,99,0,False
055434,2017-01,2025-03,99,99,0,False
055435,2018-01,2025-03,81,87,6,True
055438,2017-01,2025-03,96,99,3,True
055441,2017-01,2025-03,99,99,0,False
055443,2017-01,2025-03,96,99,3,True
055446,2017-01,2025-03,96,99,3,True
055448,2017-01,2025-03,93,99,6,True
055449,2017-01,2025-03,96,99,3,True
055454,2017-01,2025-03,96,99,3,True
055457,2017-01,2025-03,96,99,3,True
055459,2017-01,2025-03,99,99,0,False
055461,2017-04,2025-03,93,96,3,True
055462,2017-01,2025-03,99,99,0,False
055464,2017-07,2025-03,81,93,12,True
055466,2018-01,2025-03,75,87,12,True
055473,2017-01,2025-03,93,99,6,True
055474,2017-01,2025-03,87,99,12,True
055475,2017-04,2025-03,75,96,21,True
055476,2017-07,2017-09,3,3,0,False
055480,2017-01,2025-03,90,99,9,True
055481,2017-01,2025-03,99,99,0,False
055488,2017-01,2025-03,96,99,3,True
055489,2017-01,2025-03,81,99,18,True
055491,2017-01,2025-03,96,99,3,True
055493,2017-01,2025-03,93,99,6,True
055494,2017-01,2018-09,21,21,0,False
055497,2017-01,2025-03,96,99,3,True
055499,2017-01,2025-03,93,99,6,True
055500,2017-04,2025-03,96,96,0,False
055504,2017-01,2025-03,99,99,0,False
055505,2017-01,2025-03,99,99,0,False
055507,2017-01,2017-09,9,9,0,False
055508,2017-01,2025-03,99,99,0,False
055510,2017-01,2025-03,96,99,3,True
055512,2017-01,2025-03,96,99,3,True
055516,2017-01,2025-03,99,99,0,False
055517,2017-01,2025-03,96,99,3,True
055518,2017-01,2024-12,96,96,0,False
055519,2017-04,2025-03,96,96,0,False
055523,2017-01,2025-03,99,99,0,False
055525,2017-01,2025-03,96,99,3,True
055526,2017-01,2025-03,99,99,0,False
055527,2017-01,2025-03,99,99,0,False
055531,2017-01,2025-03,99,99,0,False
055534,2017-04,2025-03,96,96,0,False
055538,2017-01,2025-03,84,99,15,True
055539,2017-01,2025-03,96,99,3,True
055540,2017-01,2025-03,99,99,0,False
055541,2017-04,2025-03,93,96,3,True
055542,2017-01,2025-03,90,99,9,True
055544,2017-01,2025-03,99,99,0,False
055548,2017-01,2025-03,99,99,0,False
055551,2017-01,2025-03,93,99,6,True
055557,2017-07,2025-03,84,93,9,True
055559,2017-01,2025-03,99,99,0,False
055562,2017-01,2025-03,96,99,3,True
055563,2017-04,2025-03,78,96,18,True
055565,2017-01,2025-03,99,99,0,False
055566,2017-04,2025-03,96,96,0,False
055568,2017-01,2025-03,99,99,0,False
055570,2017-01,2025-03,99,99,0,False
055571,2017-04,2025-03,96,96,0,False
055573,2017-01,2025-03,99,99,0,False
055575,2017-04,2025-03,90,96,6,True
055581,2017-01,2025-03,99,99,0,False
055585,2017-01,2025-03,99,99,0,False
055597,2017-01,2025-03,93,99,6,True
055598,2017-04,2025-03,66,96,30,True
055601,2017-01,2025-03,84,99,15,True
055604,2017-01,2025-03,96,99,3,True
055608,2017-01,2025-03,96,99,3,True
055612,2017-01,2025-03,96,99,3,True
055617,2017-01,2025-03,90,99,9,True
055619,2017-01,2025-03,96,99,3,True
055622,2017-01,2025-03,99,99,0,False
055626,2017-01,2025-03,99,99,0,False
055632,2017-01,2025-03,99,99,0,False
055635,2017-01,2024-03,87,87,0,False
055640,2017-01,2025-03,99,99,0,False
055645,2017-01,2025-03,99,99,0,False
055646,2017-01,2025-03,99,99,0,False
055649,2017-01,2025-03,99,99,0,False
055650,2017-01,2025-03,99,99,0,False
055653,2017-01,2025-03,99,99,0,False
055656,2017-01,2025-03,99,99,0,False
055658,2017-01,2023-03,72,75,3,True
055662,2017-01,2025-03,96,99,3,True
055664,2017-01,2025-03,99,99,0,False
055670,2017-01,2025-03,96,99,3,True
055671,2017-01,2025-03,96,99,3,True
055674,2017-01,2025-03,99,99,0,False
055677,2017-01,2025-03,96,99,3,True
055684,2017-01,2025-03,99,99,0,False
055685,2017-01,2025-03,99,99,0,False
055689,2017-01,2025-03,96,99,3,True
055693,2017-01,2025-03,99,99,0,False
055697,2017-01,2025-03,99,99,0,False
055698,2017-01,2022-12,72,72,0,False
055704,2017-01,2025-03,90,99,9,True
055706,2017-01,2025-03,99,99,0,False
055707,2017-01,2025-03,99,99,0,False
055708,2017-01,2025-03,84,99,15,True
055710,2017-01,2025-03,99,99,0,False
055711,2017-01,2025-03,99,99,0,False
055715,2017-01,2025-03,99,99,0,False
055718,2017-01,2025-03,99,99,0,False
055719,2017-01,2025-03,99,99,0,False
055728,2017-01,2025-03,96,99,3,True
055733,2017-01,2025-03,96,99,3,True
055734,2017-01,2025-03,99,99,0,False
055735,2017-01,2025-03,99,99,0,False
055737,2017-01,2025-03,96,99,3,True
055739,2017-01,2025-03,99,99,0,False
055742,2017-01,2025-03,99,99,0,False
055744,2017-01,2025-03,99,99,0,False
055748,2017-01,2025-03,87,99,12,True
055750,2017-01,2025-03,90,99,9,True
055753,2017-01,2025-03,96,99,3,True
055755,2017-01,2025-03,99,99,0,False
055756,2017-01,2025-03,99,99,0,False
055758,2017-01,2025-03,99,99,0,False
055760,2017-01,2025-03,99,99,0,False
055761,2017-01,2025-03,96,99,3,True
055764,2017-01,2025-03,96,99,3,True
055775,2017-01,2025-03,99,99,0,False
055776,2017-01,2025-03,96,99,3,True
055795,2017-01,2025-03,99,99,0,False
055797,2017-04,2025-03,96,96,0,False
055798,2017-01,2025-03,96,99,3,True
055799,2017-01,2025-03,96,99,3,True
055800,2017-01,2025-03,99,99,0,False
055806,2017-01,2025-03,96,99,3,True
055807,2017-01,2025-03,90,99,9,True
055809,2017-01,2025-03,99,99,0,False
055816,2017-01,2025-03,99,99,0,False
055817,2017-01,2025-03,99,99,0,False
055818,2017-04,2025-03,93,96,3,True
055826,2017-01,2025-03,87,99,12,True
055830,2017-01,2025-03,99,99,0,False
055833,2017-01,2025-03,99,99,0,False
055839,2017-01,2025-03,99,99,0,False
055845,2017-01,2025-03,96,99,3,True
055846,2017-01,2025-03,96,99,3,True
055848,2017-01,2025-03,96,99,3,True
055849,2017-01,2025-03,99,99,0,False
055850,2017-01,2025-03,99,99,0,False
055853,2017-01,2025-03,96,99,3,True
055854,2017-04,2025-03,96,96,0,False
055855,2017-01,2025-03,96,99,3,True
055856,2017-01,2025-03,99,99,0,False
055858,2017-01,2025-03,96,99,3,True
055861,2017-01,2025-03,96,99,3,True
055862,2017-04,2025-03,90,96,6,True
055866,2017-01,2025-03,96,99,3,True
055869,2017-01,2025-03,84,99,15,True
055870,2017-01,2025-03,99,99,0,False
055871,2017-01,2025-03,96,99,3,True
055872,2017-01,2025-03,90,99,9,True
055873,2017-01,2025-03,99,99,0,False
055874,2017-01,2025-03,99,99,0,False
055876,2017-01,2025-03,96,99,3,True
055884,2017-01,2025-03,93,99,6,True
055885,2017-01,2025-03,99,99,0,False
055886,2017-01,2025-03,93,99,6,True
055887,2017-01,2025-03,99,99,0,False
055888,2017-01,2025-03,96,99,3,True
055890,2017-01,2025-03,99,99,0,False
055892,2017-01,2025-03,96,99,3,True
055894,2017-01,2025-03,99,99,0,False
055899,2017-04,2025-03,93,96,3,True
055906,2017-01,2025-03,99,99,0,False
055910,2017-01,2025-03,99,99,0,False
055914,2017-01,2025-03,96,99,3,True
055916,2017-01,2025-03,90,99,9,True
055917,2017-01,2025-03,96,99,3,True
055918,2017-01,2025-03,99,99,0,False
055919,2017-01,2025-03,99,99,0,False
055922,2017-01,2025-03,99,99,0,False
055929,2017-01,2025-03,96,99,3,True
055932,2017-01,2025-03,99,99,0,False
055935,2017-04,2025-03,78,96,18,True
055952,2017-01,2025-03,99,99,0,False
055954,2017-01,2025-03,99,99,0,False
055955,2017-01,2025-03,96,99,3,True
055956,2017-01,2025-03,93,99,6,True
055957,2017-01,2025-03,81,99,18,True
055959,2017-01,2025-03,99,99,0,False
055960,2017-01,2025-03,99,99,0,False
055962,2017-01,2025-03,99,99,0,False
055963,2017-01,2025-03,99,99,0,False
055964,2017-01,2025-03,99,99,0,False
055968,2017-01,2025-03,99,99,0,False
055975,2017-01,2024-12,81,96,15,True
055977,2017-01,2025-03,99,99,0,False
055979,2018-04,2025-03,84,84,0,False
055983,2017-01,2025-03,99,99,0,False
055984,2017-01,2025-03,90,99,9,True
055987,2017-01,2025-03,99,99,0,False
055988,2017-01,2025-03,99,99,0,False
055989,2017-01,2025-03,90,99,9,True
055991,2017-01,2025-03,99,99,0,False
055992,2017-01,2025-03,99,99,0,False
055995,2017-01,2025-03,99,99,0,False
055996,2017-01,2025-03,96,99,3,True
056007,2017-01,2025-03,99,99,0,False
056008,2017-01,2025-03,99,99,0,False
056010,2017-01,2025-03,99,99,0,False
056014,2017-01,2025-03,99,99,0,False
056017,2017-01,2025-03,99,99,0,False
056019,2017-01,2025-03,99,99,0,False
056021,2017-04,2025-03,93,96,3,True
056023,2017-01,2025-03,99,99,0,False
056024,2017-01,2025-03,96,99,3,True
056026,2017-01,2025-03,99,99,0,False
056031,2017-01,2025-03,93,99,6,True
056035,2017-01,2025-03,90,99,9,True
056037,2017-01,2025-03,99,99,0,False
056039,2017-01,2025-03,99,99,0,False
056040,2017-01,2025-03,99,99,0,False
056042,2017-01,2025-03,99,99,0,False
056043,2017-01,2025-03,96,99,3,True
056048,2017-01,2025-03,99,99,0,False
056052,2017-01,2025-03,99,99,0,False
056053,2017-01,2025-03,96,99,3,True
056055,2017-01,2025-03,93,99,6,True
056056,2017-01,2025-03,90,99,9,True
056058,2017-01,2025-03,99,99,0,False
056062,2017-01,2025-03,99,99,0,False
056063,2017-01,2024-06,72,90,18,True
056065,2017-01,2025-03,96,99,3,True
056066,2017-01,2025-03,99,99,0,False
056069,2017-07,2025-03,90,93,3,True
056071,2017-01,2025-03,93,99,6,True
056072,2017-01,2025-03,99,99,0,False
056073,2017-01,2025-03,96,99,3,True
056074,2017-01,2025-03,99,99,0,False
056076,2017-01,2025-03,99,99,0,False
056077,2017-01,2025-03,99,99,0,False
056078,2017-01,2025-03,99,99,0,False
056079,2017-01,2025-03,99,99,0,False
056080,2017-01,2025-03,99,99,0,False
056082,2017-01,2025-03,96,99,3,True
056083,2017-04,2025-03,96,96,0,False
056084,2017-04,2025-03,93,96,3,True
056086,2017-07,2021-12,48,54,6,True
056090,2017-07,2025-03,87,93,6,True
056092,2017-01,2025-03,96,99,3,True
056095,2017-01,2025-03,99,99,0,False
056096,2017-01,2025-03,96,99,3,True
056098,2017-01,2025-03,99,99,0,False
056100,2017-01,2025-03,96,99,3,True
056101,2017-01,2025-03,99,99,0,False
056103,2017-04,2025-03,93,96,3,True
056104,2017-01,2025-03,99,99,0,False
056105,2017-07,2025-03,93,93,0,False
056107,2017-01,2025-03,96,99,3,True
056109,2017-01,2025-03,99,99,0,False
056110,2017-01,2025-03,99,99,0,False
056111,2017-01,2025-03,99,99,0,False
056113,2017-01,2025-03,99,99,0,False
056114,2017-01,2025-03,99,99,0,False
056115,2017-04,2025-03,93,96,3,True
056116,2017-01,2025-03,99,99,0,False
056117,2018-01,2025-03,78,87,9,True
056118,2017-01,2025-03,99,99,0,False
056120,2017-01,2025-03,84,99,15,True
056121,2017-01,2025-03,99,99,0,False
056122,2017-07,2025-03,90,93,3,True
056124,2017-01,2025-03,99,99,0,False
056125,2017-01,2025-03,99,99,0,False
056127,2017-01,2025-03,96,99,3,True
056129,2017-01,2025-03,96,99,3,True
056132,2017-01,2025-03,99,99,0,False
056133,2017-01,2025-03,96,99,3,True
056136,2017-01,2025-03,96,99,3,True
056137,2017-01,2025-03,99,99,0,False
056138,2017-01,2020-06,39,42,3,True
056139,2017-01,2025-03,99,99,0,False
056143,2017-01,2025-03,99,99,0,False
056144,2017-04,2025-03,96,96,0,False
056145,2017-01,2025-03,99,99,0,False
056148,2017-01,2025-03,96,99,3,True
056149,2017-01,2025-03,96,99,3,True
056150,2017-04,2025-03,96,96,0,False
056151,2017-01,2025-03,99,99,0,False
056153,2017-04,2025-03,96,96,0,False
056155,2017-01,2025-03,96,99,3,True
056157,2017-01,2025-03,99,99,0,False
056158,2017-01,2025-03,99,99,0,False
056159,2017-01,2025-03,96,99,3,True
056162,2017-01,2025-03,90,99,9,True
056164,2017-01,2025-03,99,99,0,False
056166,2017-01,2025-03,99,99,0,False
056167,2017-01,2025-03,99,99,0,False
056168,2017-01,2025-03,99,99,0,False
056169,2017-01,2025-03,99,99,0,False
056170,2017-01,2025-03,99,99,0,False
056174,2017-01,2025-03,99,99,0,False
056176,2017-01,2025-03,99,99,0,False
056177,2017-01,2025-03,90,99,9,True
056178,2017-07,2025-03,84,93,9,True
056180,2017-01,2025-03,99,99,0,False
056182,2017-01,2024-03,84,87,3,True
056183,2017-01,2025-03,99,99,0,False
056185,2017-01,2025-03,99,99,0,False
056186,2017-01,2025-03,99,99,0,False
056188,2017-01,2024-12,96,96,0,False
056189,2017-01,2025-03,99,99,0,False
056190,2017-01,2025-03,96,99,3,True
056192,2017-01,2025-03,99,99,0,False
056194,2017-01,2025-03,99,99,0,False
056195,2017-01,2025-03,99,99,0,False
056198,2017-01,2025-03,99,99,0,False
056200,2017-01,2025-03,96,99,3,True
056201,2017-01,2025-03,99,99,0,False
056203,2017-01,2025-03,99,99,0,False
056205,2017-01,2025-03,99,99,0,False
056206,2017-01,2025-03,99,99,0,False
056207,2017-01,2025-03,99,99,0,False
056212,2017-01,2025-03,99,99,0,False
056213,2017-01,2025-03,99,99,0,False
056214,2017-01,2025-03,93,99,6,True
056215,2017-01,2025-03,99,99,0,False
056216,2017-07,2025-03,87,93,6,True
056218,2017-01,2025-03,72,99,27,True
056220,2017-01,2025-03,99,99,0,False
056222,2017-01,2025-03,96,99,3,True
056225,2017-01,2025-03,57,99,42,True
056228,2017-01,2025-03,90,99,9,True
056229,2017-01,2025-03,99,99,0,False
056231,2017-01,2025-03,99,99,0,False
056234,2017-04,2025-03,96,96,0,False
056237,2017-01,2025-03,96,99,3,True
056238,2017-01,2025-03,99,99,0,False
056242,2017-01,2025-03,99,99,0,False
056243,2017-01,2025-03,96,99,3,True
056244,2017-01,2025-03,90,99,9,True
056245,2017-01,2025-03,99,99,0,False
056250,2017-01,2025-03,96,99,3,True
056253,2017-01,2025-03,96,99,3,True
056258,2017-01,2025-03,99,99,0,False
056259,2018-01,2025-03,60,87,27,True
056260,2017-01,2025-03,99,99,0,False
056261,2017-01,2025-03,90,99,9,True
056266,2017-01,2025-03,99,99,0,False
056267,2017-01,2025-03,96,99,3,True
056271,2017-01,2025-03,99,99,0,False
056272,2017-01,2025-03,96,99,3,True
056274,2017-01,2025-03,99,99,0,False
056279,2017-01,2025-03,99,99,0,False
056280,2017-01,2025-03,99,99,0,False
056281,2017-01,2025-03,96,99,3,True
056283,2017-01,2025-03,93,99,6,True
056286,2017-04,2023-12,75,81,6,True
056288,2017-04,2025-03,93,96,3,True
056290,2017-01,2019-03,24,27,3,True
056291,2017-01,2025-03,96,99,3,True
056293,2017-01,2025-03,90,99,9,True
056294,2017-04,2025-03,96,96,0,False
056296,2017-01,2025-03,93,99,6,True
056298,2017-07,2025-03,78,93,15,True
056300,2017-01,2025-03,99,99,0,False
056301,2017-01,2025-03,99,99,0,False
056304,2017-01,2025-03,99,99,0,False
056308,2017-01,2025-03,99,99,0,False
056311,2017-04,2025-03,96,96,0,False
056313,2017-01,2025-03,96,99,3,True
056315,2017-01,2025-03,93,99,6,True
056316,2017-01,2025-03,84,99,15,True
056317,2017-01,2025-03,96,99,3,True
056321,2017-10,2025-03,84,90,6,True
056322,2017-01,2025-03,99,99,0,False
056324,2017-01,2025-03,99,99,0,False
056325,2017-01,2022-09,66,69,3,True
056326,2017-01,2025-03,96,99,3,True
056327,2017-01,2025-03,99,99,0,False
056328,2017-01,2025-03,99,99,0,False
056330,2017-01,2025-03,96,99,3,True
056331,2017-01,2025-03,99,99,0,False
056333,2017-01,2025-03,96,99,3,True
056334,2017-01,2025-03,96,99,3,True
056337,2017-01,2025-03,99,99,0,False
056338,2017-01,2025-03,96,99,3,True
056345,2017-01,2025-03,99,99,0,False
056346,2017-07,2025-03,84,93,9,True
056348,2017-01,2025-03,93,99,6,True
056350,2017-04,2025-03,96,96,0,False
056351,2017-01,2025-03,99,99,0,False
056353,2017-01,2025-03,99,99,0,False
056359,2017-01,2025-03,99,99,0,False
056360,2017-01,2025-03,99,99,0,False
056361,2017-01,2025-03,99,99,0,False
056362,2017-01,2025-03,99,99,0,False
056363,2017-01,2025-03,99,99,0,False
056364,2017-01,2025-03,99,99,0,False
056365,2017-07,2025-03,81,93,12,True
056367,2017-01,2025-03,99,99,0,False
056370,2017-01,2025-03,99,99,0,False
056372,2017-01,2025-03,99,99,0,False
056376,2017-01,2025-03,99,99,0,False
056377,2017-01,2025-03,99,99,0,False
056378,2017-01,2025-03,99,99,0,False
056379,2017-01,2025-03,99,99,0,False
056380,2017-01,2025-03,99,99,0,False
056381,2017-04,2025-03,96,96,0,False
056382,2017-01,2025-03,96,99,3,True
056388,2018-04,2025-03,84,84,0,False
056389,2017-01,2025-03,99,99,0,False
056391,2017-04,2025-03,96,96,0,False
