cms_certification_number,from_group,to_group,from_start,from_end,to_start,to_end,from_level,to_level,turnover_pct,overlap_pct,method,bucket_code,bucket_label,surname_keep_pct,surname_override,inconclusive,is_chow
015111,3,4,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015113,1,2,2009-02-15,2009-02-15,2015-02-02,2015-02-02,direct,indirect,100.0,0.0,0,1,90–100,13.3,False,False,False
015113,2,3,2015-02-02,2015-02-02,2016-01-01,2016-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015113,3,4,2016-01-01,2016-01-01,2019-04-01,2019-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015113,4,5,2019-04-01,2019-04-01,2024-03-01,2024-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015114,1,2,1971-01-01,1971-01-01,2018-05-18,2018-05-18,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015115,1,2,2002-07-03,2002-07-03,2017-08-31,2017-08-31,direct,indirect,66.7,33.3,0,4,60–70,33.3,False,False,True
015116,1,2,2014-06-01,2014-06-01,2018-05-08,2018-05-08,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015119,1,2,2005-10-01,2005-10-01,2009-08-13,2009-08-13,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015119,2,3,2009-08-13,2009-08-13,2013-10-11,2013-10-11,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015119,3,4,2013-10-11,2013-10-11,2013-10-13,2013-10-13,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015119,4,5,2013-10-13,2013-10-13,2017-12-01,2017-12-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015119,5,6,2017-12-01,2017-12-01,2019-12-16,2019-12-16,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015119,6,7,2019-12-16,2019-12-16,2023-08-25,2023-08-25,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015120,1,2,2002-01-01,2002-01-01,2011-01-01,2011-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015121,1,2,2016-02-09,2016-02-09,2016-08-01,2016-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015121,2,3,2016-08-01,2016-08-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015127,1,2,1992-08-14,1992-08-14,1994-05-10,1994-05-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015127,2,3,1994-05-10,1994-05-10,1996-10-10,1996-10-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015127,3,4,1996-10-10,1996-10-10,1996-12-18,1996-12-18,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015127,4,5,1996-12-18,1996-12-18,2021-11-19,2021-11-19,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015127,5,6,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015127,6,7,2022-04-04,2022-04-04,2023-03-01,2023-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015129,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015132,1,2,1994-05-10,1994-05-10,2005-12-12,2005-12-12,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015132,2,3,2005-12-12,2005-12-12,2006-03-15,2006-03-15,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015132,3,4,2006-03-15,2006-03-15,2011-11-15,2011-11-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015132,4,5,2011-11-15,2011-11-15,2016-07-01,2016-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015132,5,6,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015132,6,7,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015133,1,2,2009-02-15,2009-02-15,2012-12-01,2012-12-01,direct,indirect,100.0,0.0,0,1,90–100,35.5,False,False,False
015133,2,3,2012-12-01,2012-12-01,2015-02-02,2015-02-02,indirect,indirect,78.7,21.3,0,3,70–80,21.3,False,False,False
015133,3,4,2015-02-02,2015-02-02,2016-01-01,2016-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015133,4,5,2016-01-01,2016-01-01,2019-04-01,2019-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015133,5,6,2019-04-01,2019-04-01,2024-03-01,2024-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015134,1,2,2003-05-07,2003-06-30,2008-05-23,2008-05-23,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015136,1,2,1997-07-01,1997-07-01,2023-03-24,2023-03-24,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015137,1,2,2016-05-20,2016-05-20,2016-07-01,2016-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015137,2,3,2016-07-01,2016-07-01,2022-05-01,2022-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015138,1,2,2009-06-23,2009-06-23,2011-07-15,2011-07-15,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015139,1,2,2002-10-08,2002-10-08,2019-09-30,2019-09-30,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015143,1,2,2014-03-15,2014-03-15,2019-01-01,2019-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015144,1,2,2014-01-01,2014-01-01,2018-05-01,2018-05-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015144,2,3,2018-05-01,2018-05-01,2021-09-15,2021-09-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015144,3,4,2021-09-15,2021-09-15,2021-10-25,2021-10-25,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015144,4,5,2021-10-25,2021-10-25,2023-08-02,2023-08-02,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015145,1,2,1994-05-10,1994-05-10,2006-03-15,2006-04-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015145,2,3,2006-03-15,2006-04-01,2016-07-01,2016-07-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015145,3,4,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015145,4,5,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015147,1,2,2014-07-14,2014-07-14,2014-09-09,2014-09-09,indirect,indirect,100.0,0.0,0,1,90–100,33.3,False,False,False
015147,2,3,2014-09-09,2014-09-09,2015-02-02,2015-02-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015147,3,4,2015-02-02,2015-02-02,2015-03-02,2015-03-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015147,4,5,2015-03-02,2015-03-02,2019-04-01,2019-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015147,5,6,2019-04-01,2019-04-01,2024-03-01,2024-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015148,1,2,1994-05-10,1994-05-10,2006-03-15,2006-04-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015148,2,3,2006-03-15,2006-04-01,2016-07-01,2016-07-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015148,3,4,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015148,4,5,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015151,1,2,2013-06-01,2013-06-01,2018-09-01,2018-09-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015151,2,3,2018-09-01,2018-09-01,2021-05-01,2021-05-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015151,3,4,2021-05-01,2021-05-01,2023-06-20,2023-06-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015152,1,2,2007-10-01,2007-10-01,2024-07-01,2024-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015155,1,2,2007-12-03,2007-12-03,2013-10-01,2013-10-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015155,2,3,2013-10-01,2013-10-01,2015-12-01,2015-12-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015156,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015157,1,2,2007-10-23,2007-10-23,2023-03-24,2023-03-24,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015158,1,2,2020-03-01,2020-03-01,2022-05-13,2022-05-13,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015159,1,2,1994-05-10,1994-05-10,2016-07-01,2016-07-01,indirect,indirect,66.7,33.3,0,4,60–70,33.3,False,False,False
015159,2,3,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015159,3,4,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015163,1,2,1999-09-01,1999-09-01,2013-01-01,2013-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015164,1,2,2008-11-01,2008-11-01,2010-06-30,2010-06-30,indirect,indirect,87.5,12.5,0,2,80–90,87.5,True,False,False
015164,2,3,2010-06-30,2010-06-30,2018-04-01,2018-04-01,indirect,direct,100.0,0.0,0,1,90–100,28.6,False,False,True
015164,3,4,2018-04-01,2018-04-01,2019-12-16,2019-12-16,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015164,4,5,2019-12-16,2019-12-16,2023-08-25,2023-08-25,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015166,1,2,2004-01-01,2004-01-01,2004-05-28,2004-05-28,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015166,2,3,2004-05-28,2004-05-28,2016-10-20,2016-10-20,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015167,1,2,2000-06-14,2000-06-14,2000-10-02,2000-10-02,direct,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
015169,1,2,2003-06-30,2003-06-30,2008-05-23,2008-05-23,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015171,1,2,1994-10-17,1994-10-17,2018-04-30,2018-04-30,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015176,1,2,2004-07-23,2004-07-23,2007-02-01,2007-02-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015176,2,3,2007-02-01,2007-02-01,2012-12-27,2012-12-27,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015176,3,4,2012-12-27,2012-12-27,2013-06-30,2013-06-30,indirect,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
015177,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015179,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015180,1,2,2003-10-09,2003-10-09,2023-11-20,2023-11-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015182,1,2,2003-04-23,2003-04-23,2003-04-28,2003-04-28,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015183,1,2,2003-06-30,2003-06-30,2008-05-23,2008-05-23,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015183,2,3,2008-05-23,2008-05-23,2011-10-11,2011-10-11,indirect,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
015184,1,2,2011-01-26,2011-01-26,2022-05-01,2022-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015188,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015189,1,2,1994-05-10,1994-05-10,2006-03-15,2006-03-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015189,2,3,2006-03-15,2006-03-15,2007-03-29,2007-03-29,indirect,indirect,100.0,0.0,0,1,90–100,25.0,False,False,False
015189,3,4,2007-03-29,2007-03-29,2016-07-01,2016-07-01,indirect,indirect,100.0,0.0,0,1,90–100,33.3,False,False,False
015189,4,5,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015189,5,6,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015191,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015192,1,2,2009-02-10,2009-02-10,2009-02-27,2009-02-27,partnership,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015193,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015196,1,2,1994-05-10,1994-05-10,2006-03-15,2006-03-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015196,2,3,2006-03-15,2006-03-15,2016-07-01,2016-07-01,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,False
015196,3,4,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015196,4,5,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015197,1,2,2004-01-01,2004-01-01,2004-05-28,2004-05-28,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015197,2,3,2004-05-28,2004-05-28,2016-10-20,2016-10-20,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015199,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015204,1,2,2004-01-01,2004-01-01,2004-05-28,2004-05-28,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015204,2,3,2004-05-28,2004-05-28,2016-07-29,2016-07-29,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015206,1,2,2009-12-08,2009-12-08,2023-03-24,2023-03-24,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015209,1,2,1994-05-10,1994-05-10,2016-07-01,2016-07-01,indirect,indirect,66.7,33.3,0,4,60–70,33.3,False,False,False
015209,2,3,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015209,3,4,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015212,1,2,2005-01-01,2005-01-01,2016-10-01,2016-10-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015212,2,3,2016-10-01,2016-10-01,2021-05-21,2021-05-21,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015213,1,2,2003-07-20,2003-07-20,2003-11-01,2003-11-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015213,2,3,2003-11-01,2003-11-01,2019-10-20,2019-10-20,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015214,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015217,1,2,2003-06-30,2003-06-30,2008-05-23,2008-05-23,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015220,1,2,2020-02-21,2020-02-21,2020-05-01,2020-05-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015222,1,2,2009-12-01,2009-12-01,2014-01-01,2014-01-01,indirect,direct,75.0,25.0,0,3,70–80,25.0,False,False,False
015222,2,3,2014-01-01,2014-01-01,2017-08-30,2017-08-30,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015223,1,2,1994-05-10,1994-05-10,1996-10-10,1996-10-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015223,2,3,1996-10-10,1996-10-10,1996-12-18,1996-12-18,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015223,3,4,1996-12-18,1996-12-18,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015223,4,5,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015223,5,6,2022-04-04,2022-04-04,2023-03-01,2023-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015225,1,2,1981-07-01,1981-07-01,1997-01-01,1997-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015225,2,3,1997-01-01,1997-01-01,2018-07-01,2018-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015228,1,2,2005-10-01,2005-10-01,2009-08-13,2009-08-13,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015228,2,3,2009-08-13,2009-08-13,2013-10-11,2013-10-11,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015228,3,4,2013-10-11,2013-10-11,2017-12-01,2017-12-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015228,4,5,2017-12-01,2017-12-01,2019-12-16,2019-12-16,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015228,5,6,2019-12-16,2019-12-16,2023-08-25,2023-08-25,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015303,1,2,2005-10-01,2005-10-01,2013-10-11,2013-10-11,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015303,2,3,2013-10-11,2013-10-11,2017-12-01,2017-12-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015303,3,4,2017-12-01,2017-12-01,2019-12-16,2019-12-16,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015303,4,5,2019-12-16,2019-12-16,2023-08-25,2023-08-25,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015321,1,2,2004-11-19,2004-11-19,2013-01-01,2013-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015321,2,3,2013-01-01,2013-01-01,2013-07-01,2013-07-01,indirect,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
015322,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015326,1,2,2002-11-08,2002-11-08,2002-11-20,2002-11-20,indirect,indirect,95.3,4.7,0,1,90–100,9.8,False,False,False
015331,1,2,2001-10-20,2001-10-20,2022-10-01,2022-10-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015371,1,2,2003-11-25,2003-11-25,2019-01-01,2019-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015372,1,2,2006-05-27,2006-05-27,2018-05-01,2018-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015374,1,2,1992-11-09,1992-11-09,2024-10-01,2024-10-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015375,1,2,2016-08-25,2016-08-25,2018-08-30,2018-08-30,direct,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
015376,1,2,1994-05-10,1994-05-10,2005-12-02,2005-12-02,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015376,2,3,2005-12-02,2005-12-02,2005-12-12,2005-12-12,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015376,3,4,2005-12-12,2005-12-12,2006-03-15,2006-03-15,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015376,4,5,2006-03-15,2006-03-15,2016-07-01,2016-07-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015376,5,6,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015376,6,7,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015379,1,2,2001-12-04,2001-12-04,2003-06-30,2003-06-30,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015379,2,3,2003-06-30,2003-06-30,2004-12-04,2004-12-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015379,3,4,2004-12-04,2004-12-04,2008-05-23,2008-05-23,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015381,1,2,1979-03-02,1979-03-02,2017-05-01,2017-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015382,1,2,1994-05-10,1994-05-10,1996-10-10,1996-10-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015382,2,3,1996-10-10,1996-10-10,1996-12-18,1996-12-18,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015382,3,4,1996-12-18,1996-12-18,2021-11-19,2021-11-19,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015382,4,5,2021-11-19,2021-11-19,2023-03-01,2023-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015383,1,2,2007-05-04,2007-05-04,2023-03-24,2023-03-24,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015386,1,2,2007-10-23,2007-10-23,2023-03-24,2023-03-24,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015388,1,2,2005-03-31,2005-03-31,2006-07-01,2006-07-01,indirect,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
015390,1,2,2010-01-01,2010-01-01,2021-07-01,2021-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015391,1,2,2000-01-12,2000-01-12,2002-01-01,2002-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015391,2,3,2002-01-01,2002-01-01,2003-01-31,2003-01-31,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015391,3,4,2003-01-31,2003-01-31,2012-12-27,2012-12-27,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015391,4,5,2012-12-27,2012-12-27,2013-06-30,2013-06-30,indirect,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
015392,1,2,2009-02-15,2009-02-15,2012-12-01,2012-12-01,direct,indirect,100.0,0.0,0,1,90–100,8.3,False,False,False
015392,2,3,2012-12-01,2012-12-01,2015-02-02,2015-02-02,indirect,indirect,91.7,8.3,0,1,90–100,8.3,False,False,False
015392,3,4,2015-02-02,2015-02-02,2016-01-01,2016-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015392,4,5,2016-01-01,2016-01-01,2019-04-01,2019-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015392,5,6,2019-04-01,2019-04-01,2024-03-01,2024-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015393,1,2,2003-11-01,2003-11-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015396,1,2,1989-12-14,1989-12-14,2022-05-13,2022-05-13,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015397,1,2,1994-05-10,1994-05-10,1996-10-10,1996-10-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015397,2,3,1996-10-10,1996-10-10,1996-12-18,1996-12-18,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015397,3,4,1996-12-18,1996-12-18,2000-07-26,2000-07-26,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015397,4,5,2000-07-26,2000-07-26,2021-11-19,2021-11-19,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015397,5,6,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015400,1,2,2006-01-01,2006-01-01,2011-01-26,2022-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015403,1,2,2013-03-29,2013-03-29,2013-06-30,2013-06-30,indirect,indirect,100.0,0.0,0,1,90–100,29.2,False,False,False
015404,1,2,1994-05-10,1994-05-10,2006-04-01,2006-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015404,2,3,2006-04-01,2006-04-01,2016-07-01,2016-07-01,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,False
015404,3,4,2016-07-01,2016-07-01,2021-11-19,2021-11-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015404,4,5,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015406,1,2,1999-07-01,1999-07-01,2010-12-23,2010-12-23,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015406,2,3,2010-12-23,2010-12-23,2012-08-07,2012-08-07,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015406,3,4,2012-08-07,2012-08-07,2024-11-15,2024-11-15,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015417,1,2,2008-05-23,2008-05-23,2022-08-04,2022-08-04,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
015419,1,2,1987-02-04,1987-02-04,1994-05-10,1994-05-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015419,2,3,1994-05-10,1994-05-10,1996-10-10,1996-12-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015419,3,4,1996-10-10,1996-12-10,1996-12-18,1996-12-18,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015419,4,5,1996-12-18,1996-12-18,2005-02-09,2005-02-09,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015419,5,6,2005-02-09,2005-02-09,2021-11-19,2021-11-19,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015419,6,7,2021-11-19,2021-11-19,2022-04-04,2022-04-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
015422,1,2,2006-01-01,2006-01-01,2011-01-26,2022-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015423,1,2,2005-11-22,2005-11-22,2012-02-23,2012-02-23,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
015426,1,2,2010-03-01,2010-03-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015429,1,2,1999-06-01,1999-06-01,2007-07-31,2007-07-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015429,2,3,2007-07-31,2007-07-31,2012-01-10,2012-01-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
015429,3,4,2012-01-10,2012-01-10,2012-10-26,2012-10-26,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
