cms_certification_number,S2_2_CHOWDATE,chow_order
245289,2021-01-01,2
245290,2020-11-01,1
245293,2017-04-04,1
245295,2019-02-01,1
245304,2016-03-01,1
245304,2021-01-01,2
245306,2017-02-01,1
245313,2020-11-01,1
245315,2018-01-01,1
245319,2017-02-01,1
245325,2019-08-01,1
245326,2017-12-01,1
245326,2022-12-31,2
245328,2017-12-29,1
245340,2017-12-01,1
245340,2022-12-31,2
245345,2016-07-15,1
245346,2017-12-20,1
245360,2019-12-01,1
245361,2016-07-14,1
245365,2018-12-14,1
245388,2023-07-15,1
245400,2020-11-01,1
245416,2023-06-05,1
245417,2017-12-01,1
245417,2022-12-31,2
245434,2017-12-29,1
245436,2017-12-20,1
245446,2024-01-01,1
245454,2017-05-16,1
245459,2020-04-01,1
245473,2021-12-31,1
245483,2016-07-15,1
245492,2017-12-01,1
245492,2022-12-31,2
245495,2019-02-01,1
245499,2018-07-01,1
245509,2020-03-02,1
245544,2015-11-12,1
245544,2019-03-01,2
245550,2017-12-01,1
245572,2018-01-01,1
245596,2016-04-01,1
245624,2022-11-09,1
245629,2022-12-31,1
255100,2016-10-01,1
255102,2016-10-01,1
255105,2016-10-01,1
255108,2016-10-01,1
255108,2017-10-01,2
255109,2016-10-01,1
255117,2016-10-01,1
255118,2016-10-01,1
255119,2016-10-01,1
255139,2016-10-01,1
255140,2018-07-01,1
255141,2018-07-01,1
255146,2018-07-01,1
255148,2018-07-01,1
255154,2018-07-01,1
255156,2018-07-01,1
255163,2019-09-22,1
255174,2022-04-01,1
255175,2016-10-01,1
255185,2018-07-01,1
255226,2018-07-01,1
255227,2018-07-01,1
255228,2018-07-01,1
255229,2018-07-01,1
255232,2018-07-01,1
255272,2017-04-01,1
255273,2016-01-01,1
255273,2022-07-01,2
255278,2017-04-01,1
255288,2022-04-01,1
255293,2022-04-01,1
255308,2020-09-26,1
255308,2022-03-01,2
255311,2018-07-01,1
255316,2022-10-01,1
255334,2016-01-01,1
255338,2017-01-01,1
255342,2014-12-01,1
255344,2016-01-01,1
255348,2019-11-27,1
265001,2023-06-01,1
265071,2016-02-01,1
265112,2018-08-08,1
265118,2018-06-01,1
265118,2023-06-01,2
265120,2016-02-01,1
265188,2018-08-08,1
265199,2016-10-01,1
265199,2020-04-15,2
265258,2020-01-31,1
265275,2017-05-01,1
265275,2023-08-01,2
265279,2019-10-01,1
265303,2020-11-01,1
265308,2019-08-01,1
265312,2023-05-31,1
265331,2020-02-28,1
265333,2021-06-01,1
265336,2021-10-19,1
265337,2019-07-01,1
265339,2018-06-01,1
265339,2023-06-01,2
265347,2016-08-31,1
265348,2021-10-18,1
265349,2017-03-01,1
265349,2019-01-01,2
265351,2020-11-01,1
265352,2023-05-24,1
265358,2018-06-01,1
265358,2022-04-11,2
265362,2018-06-01,1
265362,2022-04-11,2
265366,2017-04-01,1
265369,2022-11-30,1
265382,2023-04-02,1
265388,2016-12-01,1
265388,2020-04-01,2
265401,2022-09-10,1
265402,2021-10-19,1
265407,2021-06-01,1
265410,2018-06-01,1
265425,2017-03-01,1
265425,2019-01-01,2
265425,2020-04-01,3
265430,2023-06-01,1
265437,2023-06-01,1
265438,2023-02-01,1
265440,2021-06-01,1
265452,2023-05-31,1
265456,2021-05-31,1
265457,2020-02-01,1
265460,2017-03-01,1
265460,2019-01-01,2
265460,2021-08-30,3
265462,2022-10-31,1
265463,2017-10-01,1
265463,2022-04-01,2
265464,2015-09-30,1
265471,2017-03-01,1
265471,2019-01-01,2
265471,2021-08-30,3
265474,2017-03-01,1
265474,2019-01-01,2
265474,2021-08-30,3
265476,2017-04-01,1
265476,2022-02-01,2
265476,2022-12-11,3
265481,2016-08-31,1
265482,2016-08-31,1
265489,2023-05-31,1
265491,2023-05-31,1
265508,2019-04-01,1
265510,2020-05-28,1
265512,2018-06-01,1
265512,2023-06-01,2
265513,2018-06-01,1
265516,2017-03-01,1
265516,2019-01-01,2
265516,2021-08-30,3
265517,2021-06-01,1
265521,2023-01-31,1
265532,2016-06-01,1
265535,2016-08-31,1
265536,2018-06-01,1
265539,2018-06-01,1
265539,2023-06-01,2
265547,2016-11-30,1
265549,2016-11-30,1
265550,2021-06-01,1
265551,2021-06-01,1
265556,2017-04-28,1
265557,2016-12-01,1
265558,2020-08-01,1
265573,2017-03-01,1
265573,2019-01-01,2
265573,2021-08-30,3
265577,2017-03-01,1
265577,2019-01-01,2
265577,2021-08-30,3
265581,2020-09-15,1
265585,2021-10-19,1
265586,2018-06-01,1
265586,2023-06-01,2
265591,2023-07-01,1
265597,2017-04-01,1
265597,2021-02-01,2
265597,2022-12-11,3
265609,2021-06-01,1
265629,2023-01-01,1
265632,2017-08-01,1
265633,2017-04-01,1
265633,2022-12-11,2
265637,2020-12-01,1
265638,2023-08-31,1
265644,2022-12-01,1
265645,2021-12-31,1
265647,2021-12-31,1
265664,2016-10-01,1
265677,2023-04-01,1
265693,2017-04-01,1
265693,2022-02-01,2
265693,2022-12-11,3
265696,2021-06-01,1
265697,2017-04-01,1
265699,2021-10-19,1
265700,2021-12-31,1
265701,2020-02-01,1
265710,2022-05-01,1
265714,2016-09-01,1
265719,2023-06-01,1
265720,2020-05-01,1
265720,2022-10-01,2
265721,2016-06-01,1
265727,2017-04-01,1
265727,2021-12-29,2
265727,2022-12-11,3
265728,2016-01-01,1
265735,2020-02-01,1
265736,2020-05-01,1
265736,2022-09-30,2
265738,2023-07-01,1
265739,2023-07-01,1
265744,2022-12-01,1
265746,2022-12-01,1
265754,2022-10-01,1
265754,2023-06-01,2
265758,2017-04-01,1
265758,2021-03-15,2
265758,2022-12-11,3
265759,2020-11-01,1
265762,2018-11-30,1
265762,2023-07-01,2
265765,2023-03-31,1
265776,2016-03-01,1
265778,2023-07-01,1
265786,2021-10-19,1
265787,2018-11-30,1
265787,2023-07-01,2
265794,2022-09-30,1
265798,2019-10-31,1
265803,2021-08-01,1
265804,2017-07-01,1
265817,2019-03-31,1
265827,2022-10-01,1
265827,2023-06-01,2
265830,2017-05-01,1
265831,2015-10-16,1
265832,2016-12-01,1
265834,2016-03-01,1
265836,2023-11-30,1
265837,2022-09-30,1
265839,2016-05-01,1
265844,2018-06-01,1
265844,2023-06-01,2
265846,2021-07-01,1
265850,2021-10-19,1
265852,2022-10-01,1
265852,2023-06-01,2
265853,2015-12-13,1
265857,2016-03-18,1
265857,2023-06-01,2
265859,2016-08-01,1
265879,2019-12-11,1
275020,2018-02-01,1
275020,2023-05-31,2
275021,2023-07-01,1
275025,2018-08-01,1
275025,2023-07-01,2
275026,2020-03-31,1
275029,2018-02-01,1
275029,2023-05-31,2
275030,2017-11-30,1
275035,2023-08-31,1
275039,2018-08-01,1
275040,2017-01-01,1
275044,2018-08-01,1
275044,2021-03-01,2
275047,2023-08-31,1
275049,2023-08-31,1
275056,2020-10-01,1
275060,2018-02-02,1
275064,2015-01-01,1
275064,2023-08-31,2
275069,2023-08-31,1
275080,2020-10-01,1
275081,2018-08-01,1
275084,2023-03-01,1
275090,2018-08-01,1
275094,2018-08-01,1
275103,2019-06-30,1
275104,2023-07-01,1
275111,2023-08-31,1
275114,2018-08-01,1
275115,2018-08-01,1
275120,2018-08-01,1
275120,2023-07-01,2
275123,2018-08-01,1
275123,2023-10-01,2
275124,2017-11-30,1
275132,2019-06-30,1
275134,2020-03-31,1
275135,2021-11-01,1
275140,2017-06-30,1
275140,2023-08-31,2
275144,2023-02-28,1
285002,2017-07-01,1
285049,2020-08-01,1
285049,2022-04-29,2
285054,2016-08-01,1
285058,2018-10-04,1
285058,2023-03-01,2
285063,2017-07-01,1
285071,2017-07-01,1
285074,2017-07-01,1
285076,2021-05-01,1
285076,2023-08-02,2
285082,2019-03-04,1
285083,2017-07-01,1
285087,2017-07-01,1
285088,2016-10-01,1
285088,2019-04-16,2
285089,2017-07-01,1
285091,2018-09-01,1
285092,2016-10-01,1
285092,2019-04-16,2
285093,2016-10-01,1
285093,2019-05-01,2
285094,2020-11-01,1
285094,2023-08-02,2
285095,2016-10-01,1
285095,2019-04-16,2
285096,2016-10-01,1
285096,2019-05-01,2
285097,2016-10-01,1
285097,2019-04-16,2
285101,2016-10-01,1
285104,2016-10-01,1
285104,2019-04-15,2
285105,2016-10-01,1
285106,2016-10-01,1
285106,2019-04-16,2
285107,2016-10-19,1
285108,2016-10-01,1
285108,2019-05-01,2
285109,2016-10-01,1
285109,2019-04-30,2
285110,2016-10-01,1
285111,2016-10-01,1
285113,2016-10-16,1
285114,2018-09-01,1
285115,2016-10-01,1
285115,2019-05-01,2
285116,2016-10-19,1
285116,2017-08-01,2
285117,2016-10-01,1
285118,2016-10-01,1
285118,2019-05-01,2
285120,2016-10-01,1
285124,2016-10-01,1
285124,2019-05-01,2
285140,2019-09-17,1
285140,2023-08-02,2
285141,2019-09-17,1
285141,2023-08-02,2
285143,2023-08-02,1
285144,2019-09-17,1
285144,2023-08-02,2
285146,2019-09-17,1
285146,2023-08-02,2
285147,2019-09-17,1
285147,2023-08-02,2
285150,2019-09-01,1
285159,2018-09-01,1
285201,2017-07-01,1
285218,2017-04-01,1
285219,2017-07-01,1
285221,2019-09-17,1
285221,2023-08-02,2
285222,2017-07-01,1
285224,2018-08-30,1
285225,2017-07-01,1
285226,2017-07-01,1
285228,2017-07-01,1
285229,2017-07-01,1
285230,2017-07-01,1
285231,2017-07-01,1
285237,2018-07-01,1
285239,2020-08-01,1
285239,2022-04-29,2
285242,2017-07-01,1
285262,2017-07-01,1
285263,2018-01-01,1
285268,2017-07-01,1
285274,2021-04-01,1
285275,2020-08-01,1
285275,2022-04-29,2
285276,2017-07-01,1
285279,2017-07-01,1
285291,2017-07-01,1
285293,2018-03-31,1
285297,2016-11-01,1
285297,2017-07-01,2
295008,2022-03-15,1
295021,2016-01-22,1
295029,2017-02-01,1
295043,2018-08-10,1
295043,2022-01-31,2
295067,2023-08-31,1
295071,2023-09-07,1
295075,2023-08-31,1
295077,2019-01-31,1
295079,2023-08-31,1
295082,2023-08-31,1
295088,2018-08-10,1
295088,2022-01-31,2
295095,2019-10-01,1
295095,2022-06-30,2
305005,2017-09-01,1
305005,2020-11-01,2
305020,2016-05-22,1
305020,2019-10-29,2
305022,2022-08-01,1
305030,2022-09-01,1
305039,2022-07-01,1
305045,2021-07-01,1
305062,2020-11-19,1
305072,2019-05-15,1
305077,2021-07-01,1
305079,2022-09-01,1
305080,2022-09-01,1
305081,2020-11-19,1
305082,2020-11-19,1
305091,2022-05-02,1
305095,2022-01-11,1
305096,2022-07-08,1
315005,2018-09-06,1
315013,2015-11-01,1
315015,2021-07-01,1
315019,2015-10-01,1
315021,2022-06-23,1
315037,2022-12-04,1
315038,2019-01-31,1
315044,2017-05-31,1
315047,2019-02-01,1
315050,2021-07-01,1
315054,2015-12-13,1
315056,2021-05-01,1
315060,2015-12-13,1
315068,2021-10-21,1
315077,2018-02-05,1
315085,2021-04-30,1
315091,2022-07-31,1
315094,2021-07-01,1
315096,2018-07-27,1
315101,2018-01-01,1
315101,2023-03-15,2
315103,2021-12-20,1
315110,2023-11-02,1
315111,2019-08-31,1
315112,2022-05-09,1
315113,2019-06-01,1
315119,2021-02-01,1
315122,2021-07-01,1
315125,2021-10-21,1
315126,2015-12-13,1
315128,2022-04-28,1
315131,2020-04-30,1
315134,2019-01-31,1
315135,2019-03-14,1
315136,2018-01-01,1
315136,2023-03-15,2
315137,2021-08-17,1
315140,2023-03-31,1
315147,2021-12-31,1
315157,2019-11-30,1
315157,2020-03-17,2
315164,2020-11-29,1
315178,2021-10-18,1
315180,2016-04-20,1
315185,2018-06-12,1
315187,2022-05-09,1
315195,2016-09-07,1
315200,2017-07-01,1
315201,2020-01-31,1
315206,2022-03-11,1
315207,2021-07-01,1
315216,2021-06-30,1
315218,2021-12-01,1
315219,2021-07-01,1
315221,2018-06-12,1
315223,2023-08-01,1
315225,2019-02-01,1
315228,2021-07-01,1
315231,2023-07-06,1
315244,2019-05-31,1
315247,2019-06-30,1
315248,2017-05-31,1
315251,2018-01-01,1
315252,2018-01-01,1
315252,2023-03-15,2
315256,2020-01-02,1
315257,2020-02-01,1
315261,2022-09-28,1
315264,2018-06-12,1
315265,2017-10-01,1
315268,2022-05-09,1
315269,2018-07-31,1
315273,2020-04-30,1
315274,2018-06-12,1
315276,2021-12-26,1
315279,2018-01-01,1
315279,2021-02-01,2
315280,2016-12-31,1
315282,2021-12-27,1
315284,2021-12-27,1
315286,2019-06-01,1
315288,2022-09-15,1
315291,2016-02-29,1
315291,2016-03-01,2
315293,2020-04-30,1
315293,2023-10-17,2
315295,2019-06-30,1
315295,2023-03-15,2
315297,2019-11-22,1
315303,2017-10-31,1
315305,2021-11-30,1
315307,2018-01-01,1
315307,2023-03-15,2
315310,2021-12-29,1
315311,2022-07-01,1
315314,2018-06-10,1
315316,2021-07-01,1
315317,2021-12-27,1
315320,2019-08-31,1
315321,2017-04-04,1
315329,2016-05-06,1
315330,2021-07-01,1
315331,2017-06-15,1
315333,2019-08-31,1
315335,2016-02-29,1
315335,2016-03-01,2
315338,2023-02-01,1
315341,2023-04-01,1
315342,2018-01-01,1
315342,2023-03-15,2
315344,2022-07-25,1
315349,2021-07-01,1
315355,2021-12-19,1
315362,2021-07-01,1
315365,2018-01-01,1
315365,2023-03-15,2
315370,2016-04-15,1
315370,2021-09-01,2
315386,2020-12-20,1
315387,2015-12-31,1
315390,2022-12-29,1
315396,2022-12-11,1
315397,2016-01-01,1
315409,2016-01-31,1
315414,2022-03-31,1
315434,2018-10-02,1
315435,2018-10-02,1
315435,2018-10-03,2
315438,2016-02-29,1
315438,2016-03-01,2
315448,2022-05-31,1
315451,2022-08-31,1
315453,2019-08-31,1
315456,2023-10-31,1
315460,2019-06-30,1
315460,2023-09-27,2
315461,2022-04-28,1
315463,2016-02-29,1
315463,2016-03-01,2
315492,2022-10-24,1
315497,2021-08-04,1
315501,2018-01-01,1
315501,2023-03-15,2
315508,2022-04-01,1
315514,2021-12-27,1
315519,2021-06-30,1
315521,2016-05-05,1
315521,2022-04-30,2
315524,2017-08-08,1
315526,2018-05-21,1
315526,2021-07-01,2
315528,2018-12-21,1
325030,2018-12-01,1
325038,2018-11-01,1
325039,2018-12-05,1
325040,2019-05-07,1
325043,2023-04-28,1
325048,2020-01-01,1
325057,2019-05-07,1
325060,2017-12-31,1
325060,2019-05-07,2
325062,2023-04-21,1
325065,2023-07-01,1
325066,2018-11-01,1
325070,2018-11-01,1
325071,2019-05-07,1
325086,2023-03-21,1
325091,2018-11-01,1
325100,2018-11-01,1
325105,2021-12-01,1
325114,2023-03-01,1
325117,2023-03-21,1
325123,2022-06-01,1
325126,2022-06-30,1
325127,2018-05-01,1
325128,2018-12-05,1
325129,2019-05-07,1
325130,2016-04-01,1
335004,2016-02-24,1
335077,2014-11-01,1
335155,2019-01-01,1
335159,2016-06-01,1
335164,2015-12-01,1
335172,2015-05-05,1
335175,2018-01-24,1
335185,2017-04-03,1
335211,2019-02-28,1
335212,2015-01-01,1
335213,2017-05-19,1
335236,2018-05-01,1
335297,2012-08-06,1
335316,2018-08-30,1
335334,2012-08-06,1
335338,2017-12-15,1
335389,2023-04-21,1
335392,2016-08-19,1
335410,2019-02-28,1
335412,2014-10-14,1
335429,2018-01-22,1
335439,2020-04-07,1
335481,2016-09-28,1
335482,2018-04-10,1
335500,2018-01-30,1
335510,2018-06-30,1
335522,2018-06-26,1
335528,2016-01-01,1
335532,2018-01-01,1
335540,2016-11-10,1
335555,2016-06-01,1
335626,2015-09-01,1
335640,2018-10-29,1
335640,2021-11-05,2
335765,2018-09-30,1
335804,2015-01-01,1
335804,2017-05-18,2
335804,2017-05-19,3
335811,2011-01-01,1
335826,2020-05-04,1
345000,2017-04-01,1
345008,2017-06-05,1
345008,2019-05-01,2
345010,2017-06-05,1
345010,2018-08-01,2
345011,2018-04-01,1
345014,2016-11-01,1
345014,2019-02-01,2
345036,2016-01-01,1
345045,2019-10-01,1
345063,2018-06-01,1
345063,2019-10-01,2
345066,2022-12-01,1
345070,2016-09-28,1
345080,2022-07-01,1
345081,2017-09-01,1
345081,2019-06-01,2
345083,2019-12-01,1
345092,2016-09-28,1
345092,2019-05-01,2
345095,2014-05-09,1
345096,2021-02-01,1
345097,2020-02-01,1
345102,2016-09-28,1
345103,2022-12-01,1
345115,2019-05-01,1
345116,2016-11-01,1
345116,2019-02-01,2
345128,2019-02-01,1
345129,2019-02-19,1
345130,2018-06-01,1
345130,2019-10-01,2
345131,2017-12-01,1
345133,2018-06-01,1
345133,2019-10-01,2
345134,2018-06-01,1
345134,2019-10-01,2
345140,2022-12-01,1
345145,2020-10-01,1
345149,2018-04-01,1
345150,2023-03-01,1
345155,2019-07-01,1
345162,2018-07-01,1
345163,2022-12-01,1
345167,2020-02-01,1
345168,2016-11-01,1
345168,2022-03-01,2
345169,2022-07-01,1
345174,2016-09-28,1
345174,2018-08-01,2
345177,2018-07-26,1
345179,2019-02-01,1
345184,2017-09-01,1
345184,2019-06-01,2
345184,2023-03-20,3
345186,2021-12-31,1
345187,2019-07-01,1
345190,2017-09-30,1
345191,2016-11-01,1
345191,2022-03-01,2
345195,2016-11-01,1
345195,2022-03-01,2
345197,2016-06-01,1
345201,2017-06-05,1
345201,2019-05-01,2
345208,2018-05-01,1
345210,2020-02-01,1
345221,2022-07-01,1
345223,2017-01-18,1
345223,2022-11-01,2
345227,2018-06-01,1
345227,2019-10-01,2
345228,2016-06-01,1
345232,2022-07-01,1
345233,2022-03-04,1
345234,2016-11-01,1
345234,2022-03-01,2
345236,2019-05-01,1
345241,2022-07-01,1
345243,2019-02-01,1
345250,2022-07-01,1
345252,2019-08-27,1
345255,2017-01-01,1
345261,2023-07-01,1
345262,2022-07-01,1
345265,2022-07-01,1
345266,2020-10-01,1
345270,2022-07-01,1
345277,2023-08-01,1
345279,2020-10-01,1
345281,2020-02-01,1
345282,2020-02-01,1
345285,2019-06-18,1
345288,2018-12-21,1
345289,2019-07-01,1
345298,2016-07-01,1
345302,2019-03-01,1
345304,2019-02-01,1
345305,2022-03-04,1
345307,2020-08-01,1
345311,2020-02-01,1
345312,2022-07-01,1
345314,2015-12-01,1
345316,2023-07-06,1
345317,2022-07-01,1
345323,2022-07-01,1
345325,2020-10-01,1
345331,2020-02-01,1
345332,2022-07-01,1
345339,2023-01-01,1
345340,2022-07-01,1
345343,2022-07-01,1
345344,2017-09-01,1
345345,2019-02-01,1
345353,2022-10-01,1
345356,2017-04-30,1
345358,2020-02-01,1
345359,2018-04-01,1
345362,2022-07-01,1
345363,2020-04-01,1
345370,2020-02-01,1
345373,2017-12-01,1
345375,2017-04-01,1
345377,2015-10-01,1
345380,2017-04-01,1
345381,2017-04-01,1
345390,2019-07-01,1
345392,2018-09-01,1
345401,2020-02-01,1
345405,2021-05-28,1
345406,2016-09-30,1
345408,2023-01-01,1
345415,2016-06-01,1
345416,2019-07-01,1
345418,2017-10-10,1
345418,2019-04-01,2
345419,2021-05-28,1
345420,2021-05-28,1
345431,2017-12-31,1
345434,2016-06-01,1
345437,2019-02-01,1
345441,2022-12-01,1
345443,2021-04-01,1
345446,2019-07-01,1
345457,2021-05-28,1
345458,2017-02-01,1
345460,2021-05-28,1
345481,2015-12-10,1
345505,2021-05-28,1
345509,2019-10-01,1
345511,2019-12-31,1
345520,2018-06-01,1
345520,2019-10-01,2
345526,2021-05-28,1
345541,2022-12-01,1
345547,2017-06-01,1
345548,2017-06-01,1
345553,2017-04-01,1
345570,2021-05-28,1
355024,2018-10-24,1
355046,2022-01-01,1
355100,2019-07-01,1
365006,2019-05-07,1
365022,2018-04-01,1
365033,2019-05-07,1
365046,2020-07-01,1
365071,2021-08-02,1
365081,2015-10-01,1
365081,2017-12-01,2
365081,2019-09-01,3
365084,2019-10-30,1
365088,2015-10-01,1
365088,2018-05-01,2
365101,2020-12-18,1
365134,2018-06-01,1
365148,2020-09-01,1
365163,2016-06-01,1
365185,2021-03-08,1
365186,2018-12-21,1
365186,2021-12-31,2
365187,2015-10-01,1
365187,2018-05-01,2
365202,2016-06-01,1
365202,2017-11-01,2
365202,2019-07-01,3
365206,2018-12-21,1
365209,2020-09-30,1
365215,2018-04-01,1
365218,2017-05-01,1
365221,2017-09-18,1
365232,2019-10-16,1
365241,2015-07-01,1
365250,2019-07-01,1
365257,2015-10-01,1
365257,2017-12-01,2
365257,2019-09-01,3
365259,2020-02-01,1
365277,2023-02-01,1
365278,2020-02-01,1
365286,2018-06-01,1
365290,2016-12-01,1
365290,2019-11-01,2
365291,2020-12-01,1
365293,2016-12-30,1
365296,2016-06-01,1
365296,2017-11-01,2
365297,2018-12-01,1
365305,2023-05-01,1
365310,2018-12-21,1
365315,2016-12-30,1
365316,2018-12-01,1
365320,2018-06-01,1
365324,2018-12-21,1
365327,2017-08-01,1
365329,2017-10-01,1
365329,2021-09-01,2
365330,2018-12-21,1
365330,2021-12-31,2
365336,2018-12-01,1
365340,2023-06-01,1
365343,2015-10-01,1
365343,2018-05-01,2
365353,2018-04-01,1
365355,2018-12-21,1
365364,2017-01-01,1
365365,2016-12-01,1
365368,2015-10-01,1
365368,2018-05-01,2
365370,2018-06-30,1
365375,2020-10-01,1
365376,2017-03-01,1
365388,2019-05-07,1
365390,2016-08-01,1
365392,2016-12-30,1
365393,2018-12-21,1
365393,2022-12-31,2
365394,2018-12-28,1
365396,2020-09-30,1
365398,2023-02-01,1
365418,2015-10-01,1
365418,2018-08-01,2
365420,2018-03-01,1
365424,2021-07-01,1
365425,2017-10-01,1
365425,2021-09-01,2
365430,2018-11-06,1
365435,2017-06-01,1
365435,2020-03-01,2
365441,2017-04-01,1
365446,2016-04-01,1
365446,2018-06-01,2
365447,2020-07-01,1
365451,2019-02-01,1
365453,2018-12-21,1
365453,2021-12-31,2
365456,2019-07-01,1
365462,2019-07-01,1
365476,2018-06-29,1
365478,2023-06-01,1
365480,2018-12-01,1
365483,2018-12-01,1
365485,2019-04-01,1
365488,2018-09-20,1
365489,2018-09-20,1
365490,2017-12-01,1
365490,2019-09-01,2
365495,2018-03-01,1
365499,2020-09-01,1
365507,2019-08-01,1
365507,2021-12-28,2
365514,2018-12-21,1
365517,2019-06-01,1
365520,2019-01-01,1
365525,2016-12-01,1
365529,2018-08-01,1
365530,2015-10-01,1
365530,2017-12-01,2
365530,2019-09-01,3
365532,2018-12-21,1
365532,2022-01-01,2
365539,2020-05-01,1
365551,2018-10-09,1
365554,2018-12-01,1
365557,2016-12-30,1
365559,2016-12-30,1
365565,2018-12-01,1
365566,2018-04-01,1
365570,2020-09-01,1
365570,2021-10-01,2
365572,2022-02-15,1
365577,2016-12-30,1
365578,2019-08-01,1
365578,2021-12-28,2
365584,2018-12-21,1
365584,2022-12-31,2
365585,2017-09-18,1
365592,2020-12-01,1
365594,2018-12-21,1
365595,2023-08-01,1
365597,2017-08-01,1
365600,2022-02-15,1
365601,2018-04-01,1
365603,2022-03-01,1
365605,2017-08-01,1
365606,2018-12-01,1
365607,2018-12-21,1
365607,2022-01-01,2
365608,2018-04-01,1
365611,2023-05-01,1
365615,2018-12-21,1
365615,2022-01-01,2
365617,2018-12-21,1
365617,2021-12-31,2
365618,2019-07-01,1
365624,2019-08-01,1
365624,2021-12-28,2
365626,2015-10-01,1
365626,2018-05-01,2
365629,2018-03-01,1
365633,2018-03-01,1
365634,2020-07-01,1
365636,2017-06-01,1
365636,2020-03-01,2
365643,2015-10-01,1
365643,2018-05-01,2
365644,2017-06-01,1
365644,2020-03-01,2
365648,2015-10-01,1
365648,2017-12-01,2
365648,2019-09-01,3
365652,2020-06-01,1
365658,2017-04-01,1
365661,2019-02-01,1
365665,2022-02-01,1
365666,2016-12-01,1
365667,2021-05-01,1
365672,2016-01-01,1
365673,2017-06-01,1
365673,2020-03-01,2
365680,2021-04-01,1
365684,2018-12-01,1
365696,2018-12-28,1
365702,2021-02-01,1
365705,2022-06-30,1
365706,2019-05-07,1
365707,2019-01-01,1
365708,2022-02-15,1
365713,2017-10-01,1
365713,2021-09-01,2
365717,2020-07-01,1
365730,2021-09-01,1
365731,2021-10-29,1
365732,2018-03-01,1
365733,2023-10-31,1
365734,2017-06-01,1
365737,2020-07-01,1
365738,2018-12-21,1
365738,2022-12-31,2
365743,2018-09-20,1
365745,2020-02-01,1
365754,2019-06-01,1
365756,2018-03-01,1
365757,2019-05-07,1
365760,2016-01-01,1
365764,2015-10-01,1
365764,2018-05-01,2
365770,2017-06-01,1
365770,2020-03-01,2
365774,2023-06-20,1
365775,2020-01-01,1
365783,2022-03-01,1
365786,2018-09-20,1
365789,2016-05-01,1
365791,2016-05-01,1
365795,2018-07-02,1
365799,2016-06-01,1
365808,2016-06-01,1
365809,2018-03-01,1
365817,2016-05-01,1
365819,2023-02-01,1
365823,2017-01-01,1
365826,2017-08-01,1
365829,2018-09-20,1
365830,2019-08-01,1
365830,2021-12-28,2
365834,2018-04-01,1
365837,2020-07-01,1
365839,2020-07-01,1
365843,2017-09-18,1
365849,2018-12-21,1
365849,2021-12-31,2
365859,2021-04-09,1
365862,2018-03-01,1
365879,2018-04-01,1
365881,2020-09-01,1
365886,2015-10-01,1
365886,2018-05-01,2
365889,2020-02-11,1
365892,2019-09-01,1
365897,2019-08-01,1
365897,2021-05-01,2
365898,2019-06-30,1
365900,2018-09-20,1
365917,2022-03-01,1
365920,2017-06-01,1
365920,2020-03-01,2
365925,2015-10-01,1
365925,2017-12-01,2
365925,2019-09-01,3
365932,2017-09-18,1
365933,2017-09-18,1
365936,2017-04-21,1
365939,2017-09-18,1
365952,2017-09-18,1
365961,2017-09-18,1
365972,2018-03-01,1
365978,2016-02-01,1
365981,2018-09-07,1
365990,2019-12-01,1
365991,2018-03-01,1
366000,2019-11-16,1
366000,2019-11-17,2
366002,2017-09-18,1
366010,2017-09-18,1
366012,2017-09-18,1
366014,2017-09-18,1
366015,2023-01-01,1
366021,2018-05-16,1
366033,2018-12-01,1
366033,2022-05-01,2
366034,2018-03-01,1
366035,2018-12-01,1
366035,2022-05-01,2
366038,2018-12-01,1
366039,2019-08-01,1
366039,2021-12-28,2
366041,2017-09-18,1
366042,2017-03-01,1
366044,2020-07-01,1
366058,2017-12-01,1
366067,2016-01-01,1
366068,2019-05-07,1
366075,2021-03-01,1
366077,2018-03-01,1
366081,2017-09-18,1
366085,2017-09-18,1
366087,2016-01-01,1
366094,2017-08-01,1
366095,2017-06-01,1
366096,2018-03-01,1
366099,2023-01-01,1
366104,2018-03-01,1
366114,2017-10-01,1
366114,2021-09-01,2
366122,2021-03-01,1
366123,2019-05-01,1
366123,2023-01-01,2
366125,2020-12-01,1
366150,2018-06-29,1
366157,2015-03-01,1
366158,2017-09-18,1
366170,2016-05-01,1
366171,2020-07-01,1
366173,2018-12-28,1
366175,2018-08-01,1
366178,2023-03-21,1
366179,2022-01-01,1
366186,2022-03-01,1
366187,2022-02-15,1
366195,2018-07-02,1
366197,2020-07-01,1
366199,2016-12-30,1
366201,2019-04-01,1
366202,2016-03-01,1
366207,2017-05-01,1
366209,2018-01-01,1
366216,2020-12-01,1
366217,2020-07-01,1
366220,2018-01-01,1
366224,2020-07-01,1
366225,2017-10-01,1
366229,2019-05-07,1
366234,2022-02-01,1
366238,2017-12-01,1
366238,2019-09-01,2
366244,2018-12-28,1
366247,2018-12-26,1
366247,2021-10-13,2
366254,2018-05-31,1
366256,2017-06-01,1
366261,2020-10-01,1
366270,2017-04-01,1
366273,2020-10-01,1
366284,2022-01-01,1
366285,2018-12-28,1
366286,2018-12-28,1
366288,2018-12-01,1
366294,2016-10-01,1
366304,2023-05-01,1
366312,2019-02-01,1
366326,2021-05-01,1
366328,2020-12-01,1
366335,2023-06-30,1
366336,2016-08-26,1
366359,2019-05-01,1
366366,2018-06-01,1
